Position,"Track Name",Artist,Streams,URL
35,"Out of Time","The Weeknd",1625120,https://open.spotify.com/track/2SLwbpExuoBDZBpjfefCtV
36,"Oh My God",Adele,1591060,https://open.spotify.com/track/3Kkjo3cT83cw09VJyrLNwX
37,"Mon Amour - Remix",zzoilo,1571179,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
38,Beggin',Måneskin,1561595,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
39,"THATS WHAT I WANT","Lil Nas X",1557713,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
40,"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)",Tainy,1551921,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB
41,"pushin P (feat. Young Thug)",Gunna,1529666,https://open.spotify.com/track/3LnpBazWpD31QMTn6LgVGv
42,"Happier Than Ever","Billie Eilish",1529542,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
43,"Is There Someone Else?","The Weeknd",1508351,https://open.spotify.com/track/0mL82sxCRjrs3br407IdJh
44,"Moth To A Flame (with The Weeknd)","Swedish House Mafia",1504122,https://open.spotify.com/track/2gpWyfu7eZ01zzncHpxOtA
45,"Malvadão 3",Xamã,1495285,https://open.spotify.com/track/0NBgyml7T0IvUNbXIkcSpH
46,MONEY,LISA,1487130,https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q
47,"Levitating (feat. DaBaby)","Dua Lipa",1484517,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
48,traitor,"Olivia Rodrigo",1476819,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
49,"One Right Now (with The Weeknd)","Post Malone",1470147,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj
50,"drivers license","Olivia Rodrigo",1421659,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
51,"It'll Be Okay","Shawn Mendes",1374659,https://open.spotify.com/track/2KnLkZ3z7PO3kgVGHGqDpD
52,Dynamite,BTS,1372492,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW
53,"Entre Nosotros (Remix) [con Nicki Nicole]","Tiago PZK",1369876,https://open.spotify.com/track/4TGwERXRlyQtBdggYTHo6j
54,Lost,"Frank Ocean",1334885,https://open.spotify.com/track/1bjhYUwKUHEg5fHknxFObO
55,"TO THE MOON","Jnr Choi",1314300,https://open.spotify.com/track/0hYFc3HSZHDaDzquLVRwBH
56,Medallo,Blessd,1302200,https://open.spotify.com/track/6lX6l7OuA3qrnIRfdsr0dw
57,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",1300109,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
58,"Super Gremlin","Kodak Black",1286882,https://open.spotify.com/track/4A8cWXxKfIL3lAyUDzXbCF
59,Dandelions,"Ruth B.",1271761,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
60,"All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","Taylor Swift",1233431,https://open.spotify.com/track/5enxwA8aAbwZbf5qCHORXi
61,"Tacones Rojos","Sebastian Yatra",1226777,https://open.spotify.com/track/0Be7sopyKMv8Y8npsUkax2
62,Volví,Aventura,1207189,https://open.spotify.com/track/2vmfvSoZBFAt9hhRoEByLi
63,"I AM WOMAN","Emmy Meli",1204904,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb
64,"Todo De Ti","Rauw Alejandro",1192847,https://open.spotify.com/track/3rdAz1fbUfZxYgaCviYhRo
65,"I Hate U",SZA,1190077,https://open.spotify.com/track/5dXWFMwD7I7zXsInONVl0H
66,Butter,BTS,1179900,https://open.spotify.com/track/1mWdTewIgB3gtBM3TOSFhB
67,"Save Your Tears","The Weeknd",1178769,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
68,"love nwantiti (feat. Dj Yo! & AX'EL) - Remix",CKay,1157750,https://open.spotify.com/track/4gvrJnKCKIPiacNsWVQwEU
69,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",1138444,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
70,"Watermelon Sugar","Harry Styles",1137634,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
71,"Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,1135041,https://open.spotify.com/track/2Gq636OOGgxCTqEuzCZhsa
72,"Dark Red","Steve Lacy",1134112,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
73,DÁKITI,"Bad Bunny",1129874,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
74,Gasoline,"The Weeknd",1128841,https://open.spotify.com/track/3KyKxJ4P3pVCgaZwaq2rUC
75,"Meet Me At Our Spot","THE ANXIETY",1123763,https://open.spotify.com/track/07MDkzWARZaLEdKxo6yArG
76,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1121354,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
